userName,content,score,at,appVersion
Rizal Gitayana,kualitas internet bagus,5,2024-01-22 22:58:57,82.0.3
Dimas Nayaka,sangat membantu,5,2024-01-22 22:58:41,82.0.3
Cocom Choci,semoga sinyal semakin membaik,5,2024-01-22 22:58:05,81.15.0
Roma Dhanil,"Ini aplikasi apa sih sebenarnya, gak bisa masuk cuma menuhi memori dan buang2 kuota aja Gak bisa dipakai sama sekali, tolong yang buat aplikasi, buat yang berguna dong👍😵‍💫 Dan CS YANG BERSIFAT KOMPUTER TIDAK BERGUNA SAMA SEKALI. UNTUK APA PERBAHARUI APLIKASI CUMA MENGHABISKAN KUOTA AJA, TETAPI TETAP TIDAK ADA GUNANYA MENDING TIADAKAN AJA APLIKASI INI KITA SUDAH MENGGUNAKAN PERDANA IM3 TETAPI APLIKASI TIDAK SUPPORT UNTUK APA. TOLONGLAH PIHAK TERKAIT UNTUK REVIEW LAGI APLIKASI NYA",1,2024-01-22 22:56:07,
Hamonangan Sinaga,"harga lebih murah, kualitas sinyal mantap",5,2024-01-22 22:54:29,82.0.3
Ketut Gumita,good,5,2024-01-22 22:51:47,82.0.3
Asran Ran,p .,5,2024-01-22 22:47:27,82.0.3
Ari Lukman,Gangguan mulu gangguan mulu gimna na si ke kartu Tri aja,1,2024-01-22 22:35:06,82.0.3
Roup Bin sarda,bagus,5,2024-01-22 21:30:08,82.0.3
Rachmat dayat,mantap,5,2024-01-22 20:04:08,82.0.2
frans r Mone,paket gratis,4,2024-01-22 20:01:34,82.0.3
Adiprajna Kansil,exelent,5,2024-01-22 19:56:19,82.0.3
Julfan Fan,kenapa saya punya tidak murah,5,2024-01-22 19:53:00,
A Ni,sngat membantu murah dan pokoknya lope2 dech,5,2024-01-22 19:32:54,82.0.3
Rizal Artika aizan,kenapa paket unlimited 1 bulan internet,2,2024-01-22 19:17:39,82.0.3
YUDA AB,mantap,5,2024-01-22 19:10:23,
Rahmat 27,"Tadinya kasih bintang 5 tapi setelah update saya kasi bintang 1 dulu. banyak harga paket nya mahal2, jaringan tidak stabil, buka aplikasi suka login ulang kembali. Saya pengunna baru Indosat nyesel pake kartu ini kecewa. Dan pengguna baru gabisa transfer pulsa harus nunggu waktu yg sangat lama 181 hari. Tidak seperti kartu yg lain yg sudah aktif kartu 2 hari udh bisa kirim pulsa.",1,2024-01-22 19:05:17,82.0.3
Ell Syi,sangat puas,5,2024-01-22 19:04:42,82.0.3
Sekar Indah,terbaik,5,2024-01-22 18:54:27,82.0.3
Ardi Ansyah,Apk nya sangat bagus,5,2024-01-22 18:38:04,82.0.3
ilham ruswandi,oks,5,2024-01-22 18:21:24,82.0.3
Samuel Amita,Kartu idiot ujan kaga lag bngst,1,2024-01-22 18:10:05,82.0.2
Abil Adel,mantappp im3 sllu di hati,5,2024-01-22 18:02:24,81.16.0
Plis Booo,"Sinyal drop mlu wa cmn bulet doang,apalgi sekarng komentar di sini pun muter doang",1,2024-01-22 17:41:54,
Asis id,Aku turunnin bintang nya soalnya Sinyal lelet banget buka Facebook gak bisa Dan boros banget paketnya internetnya,1,2024-01-22 17:40:48,82.0.3
yudi,Makin parah nih selalu hilang jaringan nya percuma kuota mahal tapi hilang jaringan nya di jam tertentu,1,2024-01-22 17:40:18,82.0.2
Saimon Kk,aku suka,5,2024-01-22 17:36:07,
Dika Ramadian,M3 BAGONGG,1,2024-01-22 17:34:50,82.0.3
Eko Hermawan,Woi jaringanya Kouta masih banyak udah ngeleg aja niat kaga sih jaringanya gw beli mahal mahal loh kualitasnya malah bikin kecewa,1,2024-01-22 17:29:01,81.16.0
Deni Mintjepangau,makasi,5,2024-01-22 17:28:17,82.0.2
Suherman Bancin,assalamu'alaikum,5,2024-01-22 17:22:13,82.0.3
Muhammad Asep,JARINGAN SAMPAh,1,2024-01-22 17:18:07,
Syahban Junior,kartu bagus,5,2024-01-22 17:16:32,82.0.3
Arzun Safar,Jaringan uda gak kayak dulu lgi.kayak kura2 sinyal nya.parah kali pun,1,2024-01-22 17:07:40,82.0.3
Eva,"Semakin di update aplikasi nya semakin ga bagus,saya baru ngisi paket 12 gb,tiba² hilang begitu sajaa,loading nya terlalu lama,kadang ga konsisten,awalnya saya suka lama lama semakin di update semakin ga bagus,paket saya banyak hilang ntah kemana",1,2024-01-22 17:03:31,82.0.3
Mu Maruf,mantap,5,2024-01-22 17:01:18,82.0.3
Sulis Realme,Burukkk,5,2024-01-22 16:58:43,82.0.3
Luys Irawan,Sering utang pulsa di apk ini tp pulsa nya gak pernah masuk tp ada tagihan nya Konyol bgt rasanya utangnya ada tp hasil nya yg gak ada,2,2024-01-22 16:54:33,
Mar mar,ok,5,2024-01-22 16:48:44,82.0.3
Muhammad Rajes,Terserah dahhh capekk gua pake indosat.. Sinyal full tinggal di perkotaan.. Download musik 4 MB aja loading nya minta ampunn.. Sebenernya masih banyak keluhan tpi maless ngetik g guna juga kalo gk di perbaiki.. Byee gua pindah ke XL aja.,1,2024-01-22 16:47:17,82.0.3
Denn.,Gue udah beli pulsa eh malah hilang giliran si aduin malah gk di respon capeee gak kaya telkomsel sama axis yang fast respon,1,2024-01-22 16:46:12,82.0.3
Ali Kurnia,"Indosat"" sos yang asalnya murah kok mahal ditambah kuotanya dibagi bagi jaringanya kata udinmah sepele",3,2024-01-22 16:42:50,81.16.0
RASYIKH SETYONUGROHO CUAKKS,Hapus aja sinyal Indosat ga guna lu bikin gw lose streak,1,2024-01-22 16:41:32,
Hoedha Pastie,Terima kasih,5,2024-01-22 16:41:12,81.16.0
jasmiyadi,good,3,2024-01-22 16:26:40,82.0.3
Daniel Priskianto,"Aplikasi gampang eror, untuk login saja eror terus, mohon kedepannya di perbaiki lagi",1,2024-01-22 16:19:57,82.0.2
Bobet To,Gimana ini saya beli paket data 20 GB dengan harga 49900 belum masuk,3,2024-01-22 16:18:52,
Rayhan Davis,"Kalo kuota gw habis ingetin lah bab*, pulsa gw hangus semua, jadi orang kok nyari untungnya doang",1,2024-01-22 16:05:29,82.0.3
Risky Saputtra,thanga,3,2024-01-22 16:04:41,81.16.0
Salsa Evos,mantap,5,2024-01-22 16:03:39,82.0.3
Raka Revaldy,Jaringan buruk bangett sumpah ga bohong kalo gw bohong pendiri Indosat bangkrut,1,2024-01-22 16:00:53,82.0.2
Yuhan Cool,good m3 i like it,5,2024-01-22 15:58:46,82.0.3
AZHKA ABDURRAHMAN,suka banget pke IM3😂😂😂,5,2024-01-22 15:57:22,81.16.0
Muhamad Dalilan,Suka kelogout sendiri cacat,1,2024-01-22 15:47:26,82.0.3
Dot Muhammad,Gak guna sih,1,2024-01-22 15:42:11,81.16.0
Junaedi Harlino,"Kecewa berat sama sinyal jaringan Indosat ini, dan performa aplikasi makin tidak berguna fitur game yg tdk seharusnya ada, sangat tdk berguna!!!",1,2024-01-22 15:37:08,
Irsad Anam,Jaringan buruk,1,2024-01-22 15:30:20,82.0.2
Novi Kasari,Lemot,1,2024-01-22 15:23:52,82.0.2
Nurul Hayate,good,5,2024-01-22 15:20:56,82.0.3
Risno Si bintang aries,Cakep👍keren,5,2024-01-22 15:20:14,82.0.2
Neta Pangkalanbun,mantap,5,2024-01-22 15:20:11,82.0.3
Ahmad Asyari,mantap myIm3,5,2024-01-22 15:17:42,82.0.3
Sayang Komalasari,ok,5,2024-01-22 15:17:14,82.0.3
Rahma,Rahmah,2,2024-01-22 15:11:51,82.0.3
Evan Novaliansyah,bagus cok,5,2024-01-22 15:11:45,82.0.3
Misbahul munir,bagus,5,2024-01-22 15:06:42,82.0.3
Nurlella 456,aplikasi tidak bisa digunakan,1,2024-01-22 14:41:25,82.0.3
BƤKMʀ 25,"sinyal m3 buruk sekali,kecewa lah masa engga",1,2024-01-22 14:39:15,80.5.1
selfirhandy1424,"Skali lagi yah buat indosat game panjat kuota, uda iklannya iklan kake zeus, itu dadu angka 1 lu kemanain? Kalo ganiat kasih hadiah GAUSAH KASIH memuakkan tau gak...!!!! Nyesal gw main",1,2024-01-22 14:39:13,81.16.0
Payah payah,Kenapa ko ada yang aneh kaya di web 🗿🗿🗿,2,2024-01-22 14:35:26,82.0.3
Aris Afandi,lambat saat buka app,3,2024-01-22 14:28:50,81.16.0
Maulana IskhaQ,sangat bagus,5,2024-01-22 14:25:28,82.0.3
Panud Rasyid,Panjat kouta gak jelas susah di dapatkan. Gemnya sudah setingan indosat sendiri.kurang puas,1,2024-01-22 14:23:50,82.0.2
Menang Harus,indosat selalu di hati,4,2024-01-22 14:21:38,
Zikri Uye,"Indosat jaringannya dilancarin buat maen ml ngeleh bgt,maen ml ngeleg mlu pke. Indosat g jls gmn si Indosat,harga mahal kualitas jaringan murah",1,2024-01-22 14:14:42,82.0.3
Esar Rizky,"Harga makin mahal, tp kualitas jaringan malah makin buruk. Padahal lokasi di perkotaan eh ttp aja lep lepan, apalagi kalo ujan makin ancur",1,2024-01-22 14:13:29,82.0.2
Samuji Cah45,Tolang lah perbaiki jaringgan nya biar gk busuk,1,2024-01-22 14:10:53,82.0.3
Syahroni 13,Memuaskan,5,2024-01-22 14:10:05,81.10.1
Inyoman Sudana,top,5,2024-01-22 14:08:51,82.0.3
Aulia Andriansyah,Kuotanya cepet banget habisnya!,1,2024-01-22 14:01:58,82.0.3
Mugni Sopian,keren,5,2024-01-22 14:00:35,81.16.0
affi aditiya,Sinyal banyak tapi tetep lemot ga tau knpa ni jaringan apa emang ke gini adminya,1,2024-01-22 14:00:28,81.16.0
Aufa Zakiy,"Gatell, bledog wae c",1,2024-01-22 13:58:49,
Nijar Nijar,Ngadain game ga ikhlas bgt😡😡,2,2024-01-22 13:50:49,82.0.3
Ade Yani,Aplikasi susah di buka.,1,2024-01-22 13:50:33,82.0.3
aan dwi,Kenapa semakin kesini makin buruk sinyalnya bukannya makin bagus jadi nyesel isi kuota atau pulsa Indosat jadi pengen ganti kartu aja,1,2024-01-22 13:45:54,82.0.2
Munir Nirmu,siiip,5,2024-01-22 13:43:27,82.0.3
VEBRIYAN AGUNG Sesyanto,ok,5,2024-01-22 13:43:02,82.0.3
Dwi Prasetyo,mantap sinyal selalu on,5,2024-01-22 13:40:25,82.0.3
Sevia Viniarahma,🤗,1,2024-01-22 13:30:00,81.16.0
Wijard Haste,ok,5,2024-01-22 13:28:08,82.0.2
Hera Gy,seru banget ♡,5,2024-01-22 13:27:43,82.0.3
Azril Azril,makasihh,5,2024-01-22 13:27:24,82.0.2
Ml malie,jos,5,2024-01-22 13:25:49,82.0.3
Cueng Gaming,Knapa trouble?,4,2024-01-22 13:23:10,82.0.2
Eddy Pranoto,M3 sinyal sering eroor,3,2024-01-22 13:21:43,
Akbar GASS SLURR,mantap banget apk myIM3 Bosku,5,2024-01-22 13:21:40,82.0.3
Renbo gaming,apliksinya sangat membantu,1,2024-01-22 13:18:21,82.0.3
Keyep Apuu,good,3,2024-01-22 13:14:16,82.0.3
Didi Iskandar,nice,5,2024-01-22 13:10:50,82.0.3
Panji Setiawan,ok,5,2024-01-22 13:06:44,82.0.3
Muhamad Ali,Payah sinyal putus putus terus ga stabil,1,2024-01-22 13:02:49,
Wira Saputra,Sering bngt ngisi pulsa kaga msuk. Pdhal data2 bener smua dari nomer. Notif sudh ada. Tapi pulsa ga masuk2.,1,2024-01-22 13:00:27,82.0.3
Ekosyamsianto Syamsi,Mau cek kuota malah nggak bisa lewat google juga ngak bisa ko malah gini ya,2,2024-01-22 12:59:03,
vespa sprint,ok,5,2024-01-22 12:53:52,82.0.3
Put Tri,mau mendaftarkan gak bisa gak dikasih kode otp tolong otp,1,2024-01-22 12:51:42,81.6.0
Natan Pratama Natan,sangat baik dan ber manfaat,5,2024-01-22 12:45:10,81.15.0
Wong Kemranjen,ok banget,5,2024-01-22 12:44:55,82.0.3
Ali Abqary,"Padahal saya pengguna baru Tri tapi kenapa dikatakan salah nomor ketika ingin login ke dalam aplikasi? Tolong jangan membuat pengguna baru kecewa terhadap hal kecil seperti ini, terima kasih.",1,2024-01-22 12:44:18,82.0.3
arga ramadhan,sinyal terparah 2024,1,2024-01-22 12:42:45,82.0.2
Edi Suyoto,Ok,3,2024-01-22 12:39:31,
FROST TITAN,Admin tolong lah jaringan nya suka 2G dan suka ganguan terusss kalo gx ganguan udh pasti ak kasih 5 bintang,4,2024-01-22 12:38:06,81.16.0
Yuni Riana Official,good job,5,2024-01-22 12:36:47,81.16.0
Daffa Art,Taekk kaga membantu sama sekali,1,2024-01-22 12:33:25,82.0.2
SOLEH,Tdak bsa lakukan semua metode pembayaran saat membeli paket.,1,2024-01-22 12:32:33,82.0.3
Filla Aulia,good,1,2024-01-22 12:32:17,81.16.0
A-bex,kirain di permudah buat beli apa2 ternyata kalah lemot lebih baik manual,1,2024-01-22 12:29:45,82.0.3
Sagita Boyz,Ok,5,2024-01-22 12:28:29,
Ahmad Irfan,bgus,4,2024-01-22 12:26:01,82.0.3
Nira Handayani,Sinyal suka ilang ilang. Terkadang aplikasi pun tidak bisa dibuka walau ada sinyal. Mempersulit,1,2024-01-22 12:26:00,82.0.3
Arif Sudrajat,sangt bgus,5,2024-01-22 12:20:31,
google Mail,Udah aku restart aja masi burik sinyal nya paan dah kartu ini tidak direkomendasikan kalau mau Telkomsel aja biar tidak lag,1,2024-01-22 12:19:48,82.0.3
Rafli Mavindo,udah ngelag mahal lagi serius jangan pake indosat dh mending pindah ke kartu lain,1,2024-01-22 12:16:44,
Mochamad gofur Gofur,"Maaf ka, ini aplikasi yg baru begini sih. Semangkin diupdet semangkin buruk saja aplikasinya saya isi pulsa sekian tau"" tdk ada tau"" tgl"" 2ribu. Mohon donk dibalikin keaplikasi lama lg ka",1,2024-01-22 12:15:33,82.0.3
Made Budi Darmawan,mantap,5,2024-01-22 12:15:08,81.10.1
Aulia Izatunnisa,top m3 jos mantap betul ga kecewa pakai m3,3,2024-01-22 12:10:45,
Ranirahmawati Ranirahmawati,Makin hari makin hilang sinyal nya tidak ada sama sekali susah ada masalah kah?,2,2024-01-22 12:09:53,
Nurani Wulandari,sukses selalu,5,2024-01-22 12:06:09,81.16.0
Rufi Yati,bagus sinyalnya,1,2024-01-22 12:02:39,82.0.3
Ulfa,"3hari ini sinyal jelek bahkan hilang sama sekali tidak ada,indosat semakin kesini semakin bikin kecewa",1,2024-01-22 11:59:53,82.0.2
Par pari Par pari,Aplikasi tolo impoin melebihi hangus penukaran ngk bisa tolol,1,2024-01-22 11:56:13,
putra sejagat,ok,5,2024-01-22 11:51:17,82.0.2
Mr. Rius,"Kenapa sekarang paketan unlimited 45GB nggak ada kuota youtube nya,, saya sering beli paketan itu. Jadi males sekarang pakai im3 semenjak paketan unlimited 45GB nya nggak ada buat youtube nya",1,2024-01-22 11:45:13,
Iwaniwan aja,🥰😍😍,5,2024-01-22 11:43:52,82.0.3
Salman Css,sinyal nya kuat dan sering dapat voucher gratis,5,2024-01-22 11:39:23,81.16.0
Devi Rahma,"Ini mau complainya kemana si, apk di update malah bobrok sering logut sendiri tiap mau buka apk harus login lagi dan lemot parah belom lagi eror""nya dan jaringanya juga lemot parah padahal dari dulu ga pernah lemot saya kira mungkin cuma sehari atau dua hari eror ternyata sampek saat ini sudah hampir sebulan masih begini dan dicek manual pun sama aja gabisa sambungan tidak valid tolong dong segera diperbaiki",1,2024-01-22 11:37:59,82.0.3
Muhammad Ashraff,SANGAT MENGECEWAKAN INTERNET myIM3 TIDAK BEKERJA SE-MAKSIMAL MUNGKIN!!! UNTUK APA SAYA BELI INTERNET 20GB ALHASIL*LEMOT* TERPAKSA AKAN SAYA BUANG KARTU IM3 SAYA!!!. SANGAT SANGAT MENGECEWAKAN. SEKIAN,3,2024-01-22 11:31:58,
Nana “NS” Supriatna,"Dari segi aplikasi masih perlu perbaikan.Informasi kartu & paket yg kurang detail & cenderung intimidasi cukup menggaggu..misal ""SIM Expiring"" dgn tulisan warna merah..pdhl kartu masih dalam masa aktif. Dari segi fitur sendiri sudah makin kurang asik..misal Masa aktif kartu yg tdk Akumulatif dan Paket internet mulai mahal",2,2024-01-22 11:20:40,82.0.2
Dimas Pebrian,"Sinyal nya buruk,saran mending pakek kartu Telkomsel dan lain lain lebih bagus",1,2024-01-22 11:18:48,81.4.0
Admin SIP,baik,4,2024-01-22 11:18:37,82.0.3
Mimi Suliah,ok banget buat im3,5,2024-01-22 11:18:18,82.0.3
Yusuf Subahri,CS mengecewakan,1,2024-01-22 11:16:57,
bang dudud,13 thn pke telkomsel akhirnya beralih ke im3 krn telkomsel makin ganas jadi lintah darat. Baru setahun ganti ke im3 sdh mulai ikut jd lintah darat di im3 makin mahal jaringan kacau.,1,2024-01-22 11:16:07,
Dihar Mamuju,mantap,5,2024-01-22 11:15:37,82.0.2
Sriyana,Semoga semngkin bgus jaringan nya,5,2024-01-22 11:13:51,82.0.3
Elfin Ersyad,harga elite. kualitas sinyal sulit,1,2024-01-22 11:13:24,81.15.0
MV 7,"Ini gimana sih, masa pulsa saya berkurang sendiri, padahal saya tidak berlangganan apa pun? Sangat buruk dan kecewa",1,2024-01-22 11:06:12,
Alesha Queenaraharyadi,"Masih engga habis pikir, pake kuota unlimited ganti ke reg..sama sekali engga bisa buka internet 😩salahnya harusnya diunreg dlu paket sebelumnya..klo udh gini gimana download apk my IM3 buat unreg 🙈via call aja pun skrng engga ada pilihan mau pilih paket yg mana harus diunreg..permintaannya disitu cuma 1 ga ada pilihan lagi klo mau berhenti paket.paket yg lainnya juga akan hangus 😭",2,2024-01-22 11:05:30,81.4.0
Yadi Bobok,I like it,5,2024-01-22 10:57:55,82.0.3
Dadang Sopian,mantap M3,5,2024-01-22 10:52:55,81.10.1
Andi Iksan,berguna sekali,5,2024-01-22 10:51:38,82.0.3
HAKIM MUSTOFA,Fitur pengaduan kendala internet sangat lambat,1,2024-01-22 10:46:57,
Adella Putri,bagus sejalau,5,2024-01-22 10:46:53,
Muhamad Romli,Bagus,5,2024-01-22 10:46:49,82.0.3
WulanDari,makin lama makin aneh makin gajelas sejak punya hp ini udah berlanganan di myim3 semenjak update layanan putus putus sendiri dan susah di hubungkan kembali aneh aneh aplikasi rusak,1,2024-01-22 10:46:45,82.0.3
Asep Mubarok99,Mantap,5,2024-01-22 10:41:47,82.0.3
Salma Azahra,"aku cinta M3 dari jaman gadis, 🥰",5,2024-01-22 10:40:09,82.0.3
Yosep,bagusssssssss,5,2024-01-22 10:36:14,82.0.3
Hilwa hoona,bagus,1,2024-01-22 10:34:59,82.0.3
iFan,"Gak bener ni kartu udah mahal sinyal , jelek,padahal udah di tengah kota!! TOLONG DI PERBAIKI!!",1,2024-01-22 10:27:57,81.16.0
Vivo Y91,Jaringan paling ga work it yg pernah saya pakai,1,2024-01-22 10:27:48,82.0.3
Ferda Prayoga,"Habis beli paket ,tapi impoin telat masuk",3,2024-01-22 10:27:38,82.0.3
Armanan,"pernah beli paket, pulsa cma terpotong tapi data tidak masuk, paket makin mahal",1,2024-01-22 10:27:19,82.0.2
Joko Tri Anggono,wouw.. i love my im3,4,2024-01-22 10:27:18,82.0.3
fhian cool,Tolong perbaiki masalah sinyal buat game lag asssu,1,2024-01-22 10:22:58,82.0.2
Ira Nurjanah,Mau paketin gagal terus apalagi yg promo gmna sih hadeuhh,1,2024-01-22 10:20:40,82.0.3
adelia galant,myim3 top bgt,4,2024-01-22 10:17:39,
Ferdy Tumorow,mantap aplikasi nya berjalan dengan lancar,5,2024-01-22 10:17:03,82.0.3
Dodi Hidayat,"Jaringaan indosat semakin butut, Gimna mau banyak yang pake indosat kalau jaringan nya sering hilang-hilangan mulu.. 😡😡",1,2024-01-22 10:08:23,
Muhammad Faszril,Seharusnya IM poin nya bisa top up game misalnya 100poin untuk 5 diamond di free fire,3,2024-01-22 10:05:01,
ARSIANA MARIA FUN,baru gunakan aplikasi ini tapi puas krn ada bonusnya.Im3 tingkatkan!!,2,2024-01-22 10:04:18,82.0.3
Eko Dwi Julianto,ga ada bagus bagus nya asli nyesel pake kartu ini sinyal ilang terus aneh,1,2024-01-22 10:02:42,80.4.1
04 Andika Firman,im3 Sekarang...Bikin Kecewa,1,2024-01-22 10:00:20,82.0.3
Dot Piw,sangat baik,5,2024-01-22 09:58:11,82.0.3
Meiga Lettucia,"cukup baik,tapi seringkali harga berubah ubah dan kalau cuaca mendung sering lelet",3,2024-01-22 09:56:09,81.13.0
Danendra Awan,sangat membantu sekali,5,2024-01-22 09:52:21,
13. MUHAMMAD RIDWAN,Kendala saya adalah kenapa misi nya harus undang teman 1 tolong diubah):,5,2024-01-22 09:50:39,82.0.2
mark arief,"Menyediakan banyak metode pembayaran tapi sayang tidak bisa di pakai.. Beli paket data dengan pembayaran via shopee pay selalu gagal, kalau sudah tidak bisa pake shopee pay mending hapus saja biar tidak membuat customer kecewa.",1,2024-01-22 09:40:28,82.0.3
Ibnu Blood,"Pemakan pulsa, padahal tidak di pake internetan pulsa selalu terpotong..tidak aman menyimpan pulsa di sini",1,2024-01-22 09:27:23,81.10.1
ZIBYA AGATHA BR. SIMAMORA,Gabisa nyelesain masalah customer,1,2024-01-22 09:21:27,82.0.2
Paijo Kentok,"Tidak ada pulsa safe, beli paket tidak bisa, tiba-tiba pulsa berkurang 10.000, Operator apa sih,..",1,2024-01-22 09:20:51,82.0.2
MUHAMMAD FAKIH AL MUSTOFA,"Saya kecewa sebagai user lama Indosat merasa keberatan dengan harga kouta yang semakin mahal, ngga pernah dapet promo, kalo ada pulsa nganggur tiba tiba di sedot tanpa pemberitahuan padahal masih banyak Kouta, mohon diperbaiki lagi harga kouta nya",1,2024-01-22 09:20:37,82.0.3
Siti Maryam,makasih bonus kuotannya.... adain promo terus yaa buat paket bulanan😊😊,5,2024-01-22 09:16:11,82.0.3
Kurnia sandi,bgs .mantaaf,5,2024-01-22 09:08:52,82.0.2
Urip Sanjaya07,Bagus m3 sekarang jadi murah paketan nyah aku udah 6thn pake m3 tetap setia,5,2024-01-22 09:02:58,82.0.3
Tgk Zul,bagusss mantanppp,5,2024-01-22 08:58:29,82.0.3
Muhammad Rohim,"Terlalu pelit m3 Pulsa darurat hanya paket ,250 mb. Sehari Pulsa aja ga ada. Itupun pasti 1 RB",1,2024-01-22 08:46:57,82.0.3
DlyStore27シ,"Operator jaringan paling sampah yang pernah gw temuin dimuka bumi,dahlah app nya makin berat makin gk jelas, akselerasi jaringannya gk sesuai,jaringan kadang hilang sendiri,gk ada angin gk ada hujan tiba-tiba sinyal nya lemoooot bgt,4G gak guna gk bisa buat apa apa. Ada harga ada kualitas ini mah apaan harga paket terus di naikin tapi jaringannya makin gk jelaaassss. Dan satu lagi gw cuma mau bilang ""Thank you for all the mess you made Indosat""",1,2024-01-22 08:45:10,
Refa Nia,bagus,1,2024-01-22 08:44:45,82.0.3
Enda Saputra,Kenapa yh susah di buka aplikasi ny,4,2024-01-22 08:43:12,82.0.3
Muchammad Julista,bagus,5,2024-01-22 08:41:15,82.0.3
Ramdan Sabriyan,sinyal 4g masih aja leg kuota makin mahal hadeh,1,2024-01-22 08:40:47,81.16.0
Rahardian User,ok,5,2024-01-22 08:39:34,82.0.3
Restu Putra,"Ini gmna ya ko kuota saya hilang padahal waktunya 30 hari baru di pake 3 hari hilang begitu saja ,kecewa saya",1,2024-01-22 08:34:49,82.0.3
pratamaAdi saputra09,"masih coba, nanti kalo bagus tambah lagi bintang nya",4,2024-01-22 08:30:59,82.0.3
Taufiq Fauzi,Harga Paket freedom internet 100GB/30hari semakin menggila mahalnya.... Dah gak sanggup dah beli paketnya... Harga paket lainnya jg mahal-mahal.. Padahal jaringannya gk lancar2 banged sering lemot pula... 👎,1,2024-01-22 08:22:52,82.0.3
Naufal chanel,bgus,2,2024-01-22 08:14:57,82.0.2
Jaelani Jaelani,Beli paket kaga di proses.pembelian kuota melalui pulsa sangat buruk.lambat banget,2,2024-01-22 08:14:16,81.16.0
Maulana Yusuf,Tolong dong ada fitur transfer poin kesesama indosat jangan jadikan kouta jadi ada poin di kakak 5000 nggak bisa kirim poin nya ke saya,4,2024-01-22 08:06:29,
Ian Septian,pemberian kode verifikasi otp lambat,1,2024-01-22 08:04:24,82.0.3
mas anam,udh bertahun.2.sy langganan isi paket kartu ini masa g kenal,1,2024-01-22 07:58:03,82.0.3
Fauzan Chozlete,Dulu kuotanya murah sekarang kayak orang mau naik haji ajah capek gua udah miskin tambah miskin😌,1,2024-01-22 07:56:07,81.13.0
Cunek Rusman,aplikasi nya sangat bagus dan sangat membantu kalau tidak ada pulsa dan pilihan paket pun lebih murah,5,2024-01-22 07:52:50,82.0.3
CeyBerStePe,perbaiki jaringan,5,2024-01-22 07:49:05,82.0.3
Dhaus Chester,"Lebih suka apk myIM3 yg lama, yang sekarang respon nya lemot",1,2024-01-22 07:35:04,82.0.2
Saidi Aja,puasss,2,2024-01-22 07:33:41,81.16.0
Dana Kusuma087,bagus,4,2024-01-22 07:31:20,82.0.3
Annisa Meidina,parah banget baru kali ini pake sim card sampe pulsa utama ke sedot udah gitu kenapa gak ada gratis kuota nya padahal sekarang banget nih pulsa udah di irit2 tapi tetep aja ke sedot,1,2024-01-22 07:29:20,82.0.3
Nabilah Nur Azizah,Jaringannya jelek bgt min,2,2024-01-22 07:25:50,82.0.2
maharanitita,sangat baik,5,2024-01-22 07:20:25,82.0.3
Resi Fibriawati,mantap,4,2024-01-22 07:10:29,82.0.3
Aam Amamah,apk angkt bgs,5,2024-01-22 07:03:20,82.0.3
Bonar Cobra khalista,sangat baik,2,2024-01-22 07:01:15,82.0.3
